1	0	0	2	action
1	0	1	3	action
1	0	2	1	action
1	0	3	3	action
1	0	4	3	action
1	0	5	3	action
1	0	6	1	action
1	0	7	2	action
1	0	8	2	action
1	0	9	2	action
1	0	10	3	action
2	0	11	3	action
2	0	9	3	action
2	0	0	3	action
2	0	12	2	action
2	0	6	2	action
2	0	1	2	action
2	0	13	2	action
2	0	14	2	action
2	0	5	2	action
3	0	1	3	action
3	0	14	2	action
3	0	9	2	action
3	0	8	1	action
3	0	11	2	action
3	0	15	2	action
3	0	0	1	action
3	0	2	1	action
3	0	12	1	action
3	0	16	1	action
3	0	13	4	action
4	0	0	3	action
4	0	15	2	action
4	0	17	2	action
4	0	11	4	action
4	0	8	2	action
4	0	6	2	action
4	0	4	4	action
5	0	9	2	action
5	0	5	2	action
5	0	3	3	action
5	0	10	3	action
5	0	15	2	action
5	0	18	2	action
5	0	4	2	action
5	0	6	3	action
5	0	17	3	action
5	0	8	2	action
5	0	1	2	action
6	0	8	1	action
6	0	14	2	action
6	0	16	2	action
6	0	5	1	action
6	0	0	4	action
6	0	11	2	action
6	0	7	3	action
6	0	3	2	action
6	0	2	2	action
6	0	1	2	action
6	0	9	1	action
7	0	15	2	action
7	0	18	1	action
7	0	17	1	action
7	0	7	4	action
7	0	12	2	action
7	0	11	2	action
7	0	16	1	action
7	0	0	2	action
7	0	4	1	action
7	0	9	2	action
7	0	1	2	action
7	0	13	2	action
8	0	2	1	action
8	0	6	1	action
8	0	3	3	action
8	0	4	2	action
8	0	9	4	action
8	0	11	3	action
8	0	16	2	action
8	0	5	2	action
8	0	13	2	action
8	0	8	2	action
8	0	14	1	action
8	0	15	2	action
8	0	18	4	action
8	0	1	2	action
8	0	10	2	action
9	0	16	1	action
9	0	4	2	action
9	0	0	2	action
9	0	10	2	action
9	0	11	2	action
9	0	2	3	action
9	0	15	4	action
9	0	14	2	action
9	0	18	4	action
9	0	9	2	action
9	0	5	4	action
9	0	1	2	action
9	0	7	1	action
10	0	11	3	action
10	0	13	2	action
10	0	5	2	action
10	0	18	4	action
10	0	1	3	action
10	0	8	1	action
10	0	7	2	action
10	0	0	2	action
10	0	3	3	action
11	0	1	1	action
11	0	16	2	action
11	0	12	2	action
11	0	5	2	action
11	0	3	2	action
11	0	8	3	action
11	0	11	2	action
11	0	18	3	action
11	0	15	2	action
11	0	19	3	action
11	0	4	2	action
11	0	0	2	action
11	0	14	2	action
11	0	2	4	action
11	0	10	2	action
11	0	0	2	action
12	0	5	2	action
12	0	2	1	action
12	0	8	2	action
12	0	1	2	action
12	0	13	1	action
13	0	1	2	action
13	0	14	4	action
13	0	3	2	action
13	0	7	1	action
13	0	0	2	action
13	0	17	2	action
13	0	11	2	action
13	0	8	2	action
13	0	5	4	action
14	0	20	2	movie
14	0	21	3	movie
14	0	22	2	movie
14	0	23	2	movie
14	0	24	3	movie
14	0	25	2	movie
14	0	26	2	movie
14	0	27	4	movie
14	0	28	3	movie
14	0	29	4	movie
14	0	30	2	movie
14	0	31	1	movie
14	0	32	4	movie
15	0	33	2	movie
15	0	34	2	movie
15	0	35	1	movie
15	0	36	2	movie
15	0	37	1	movie
15	0	20	3	movie
15	0	11	1	movie
15	0	38	3	movie
15	0	39	1	movie
15	0	40	4	movie
15	0	41	3	movie
15	0	22	2	movie
15	0	30	2	movie
15	0	27	2	movie
15	0	32	1	movie
15	0	42	1	movie
15	0	43	3	movie
15	0	44	3	movie
15	0	24	2	movie
15	0	45	2	movie
15	0	28	2	movie
15	0	46	3	movie
15	0	21	1	movie
15	0	3	2	movie
16	0	47	1	movie
16	0	3	3	movie
16	0	48	2	movie
16	0	25	2	movie
16	0	32	1	movie
16	0	36	3	movie
16	0	49	3	movie
16	0	50	3	movie
16	0	51	2	movie
16	0	52	2	movie
16	0	53	2	movie
16	0	27	3	movie
16	0	38	2	movie
16	0	54	1	movie
16	0	40	2	movie
16	0	43	3	movie
16	0	55	2	movie
16	0	28	4	movie
16	0	22	4	movie
16	0	56	3	movie
16	0	57	2	movie
16	0	58	1	movie
16	0	21	1	movie
16	0	26	4	movie
16	0	47	2	movie
17	0	32	2	musicrecording
17	0	59	4	musicrecording
17	0	43	3	musicrecording
17	0	60	4	musicrecording
17	0	22	2	musicrecording
17	0	46	2	musicrecording
17	0	25	3	musicrecording
17	0	27	4	musicrecording
17	0	20	2	musicrecording
17	0	42	4	musicrecording
17	0	13	2	musicrecording
17	0	61	3	musicrecording
17	0	51	2	musicrecording
17	0	58	3	musicrecording
17	0	24	4	musicrecording
18	0	62	3	book
18	0	63	2	book
18	0	20	2	book
18	0	31	3	book
18	0	57	2	book
18	0	24	1	book
18	0	13	2	book
18	0	46	1	book
18	0	22	1	book
18	0	42	4	book
18	0	64	2	book
18	0	43	1	book
19	0	26	3	movie
19	0	24	2	movie
19	0	39	2	movie
19	0	22	4	movie
19	0	57	2	movie
19	0	65	1	movie
19	0	30	2	movie
19	0	37	4	movie
19	0	42	2	movie
19	0	3	4	movie
19	0	66	2	movie
19	0	20	2	movie
19	0	29	2	movie
20	0	57	3	musicrecording
20	0	67	2	musicrecording
20	0	30	2	musicrecording
20	0	37	3	musicrecording
20	0	32	2	musicrecording
20	0	45	2	musicrecording
20	0	62	2	musicrecording
20	0	68	4	musicrecording
20	0	48	2	musicrecording
20	0	20	2	musicrecording
20	0	23	2	musicrecording
20	0	46	4	musicrecording
21	0	25	2	creativework
21	0	28	2	creativework
21	0	27	2	creativework
21	0	23	2	creativework
21	0	51	2	creativework
21	0	63	3	creativework
21	0	61	4	creativework
21	0	43	1	creativework
21	0	37	4	creativework
21	0	39	2	creativework
21	0	38	2	creativework
21	0	45	1	creativework
21	0	20	3	creativework
21	0	69	2	creativework
21	0	41	2	creativework
21	0	31	2	creativework
21	0	3	2	creativework
21	0	22	2	creativework
21	0	24	1	creativework
21	0	58	4	creativework
21	0	70	3	creativework
21	0	48	2	creativework
22	0	26	2	movie
22	0	25	3	movie
22	0	58	3	movie
22	0	32	2	movie
22	0	27	2	movie
22	0	51	2	movie
22	0	43	2	movie
22	0	16	4	movie
22	0	57	2	movie
22	0	21	3	movie
22	0	31	1	movie
22	0	52	4	movie
22	0	54	2	movie
22	0	48	1	movie
22	0	37	2	movie
22	0	53	2	movie
22	0	28	2	movie
22	0	42	2	movie
22	0	38	2	movie
22	0	26	3	movie
22	0	24	1	movie
23	0	3	1	movie
23	0	65	4	movie
23	0	31	1	movie
23	0	29	4	movie
23	0	23	4	movie
23	0	33	2	movie
23	0	42	4	movie
23	0	26	1	movie
23	0	11	2	movie
23	0	69	2	movie
23	0	27	2	movie
23	0	24	2	movie
23	0	21	4	movie
24	0	23	2	movie
24	0	61	3	movie
24	0	43	3	movie
24	0	58	2	movie
24	0	32	1	movie
24	0	56	3	movie
24	0	22	2	movie
24	0	31	1	movie
24	0	21	3	movie
24	0	26	1	movie
25	0	3	2	musicrecording
25	0	61	2	musicrecording
25	0	38	2	musicrecording
25	0	45	2	musicrecording
25	0	59	3	musicrecording
25	0	40	1	musicrecording
25	0	28	2	musicrecording
25	0	60	1	musicrecording
25	0	58	1	musicrecording
25	0	25	4	musicrecording
25	0	57	1	musicrecording
25	0	67	2	musicrecording
25	0	62	2	musicrecording
25	0	63	4	musicrecording
25	0	48	2	musicrecording
26	0	51	3	movie
26	0	3	1	movie
26	0	26	3	movie
26	0	24	2	movie
26	0	25	2	movie
26	0	23	3	movie
26	0	65	2	movie
26	0	27	2	movie
26	0	37	2	movie
26	0	18	3	movie
26	0	71	2	movie
26	0	69	2	movie
26	0	57	1	movie
26	0	16	1	movie
26	0	49	4	movie
26	0	72	2	movie
26	0	28	2	movie
27	0	28	3	movie
27	0	31	2	movie
27	0	41	2	movie
27	0	3	3	movie
27	0	52	2	movie
27	0	43	2	movie
27	0	53	3	movie
27	0	51	2	movie
27	0	25	2	movie
27	0	73	3	movie
27	0	22	3	movie
28	0	37	1	movie
28	0	65	3	movie
28	0	51	2	movie
28	0	43	4	movie
28	0	48	2	movie
28	0	20	2	movie
28	0	28	2	movie
28	0	21	2	movie
28	0	53	2	movie
28	0	25	3	movie
28	0	22	1	movie
28	0	27	3	movie
28	0	62	2	movie
28	0	32	2	movie
28	0	16	2	movie
28	0	39	1	movie
29	0	74	1	movie
29	0	32	3	movie
29	0	72	2	movie
29	0	22	2	movie
29	0	56	2	movie
29	0	38	2	movie
29	0	20	2	movie
29	0	57	2	movie
29	0	63	2	movie
29	0	28	2	movie
29	0	54	1	movie
29	0	75	4	movie
29	0	69	2	movie
29	0	3	3	movie
29	0	26	2	movie
29	0	58	2	movie
29	0	27	3	movie
29	0	31	3	movie
30	0	43	1	movie
30	0	63	2	movie
30	0	32	2	movie
30	0	42	1	movie
30	0	46	4	movie
30	0	37	4	movie
30	0	20	2	movie
30	0	31	1	movie
30	0	28	1	movie
30	0	3	2	movie
30	0	76	2	movie
30	0	22	2	movie
30	0	41	4	movie
30	0	21	4	movie
31	0	30	2	movie
31	0	73	3	movie
31	0	24	2	movie
31	0	77	2	movie
31	0	57	4	movie
31	0	58	2	movie
31	0	42	2	movie
31	0	8	3	movie
31	0	72	3	movie
31	0	69	2	movie
31	0	78	2	movie
31	0	64	4	movie
31	0	48	1	movie
31	0	21	2	movie
31	0	22	2	movie
31	0	49	2	movie
31	0	3	2	movie
31	0	14	2	movie
31	0	18	1	movie
32	0	41	2	movie
32	0	22	3	movie
32	0	58	2	movie
32	0	54	2	movie
32	0	45	2	movie
32	0	40	2	movie
32	0	30	4	movie
32	0	61	4	movie
32	0	48	2	movie
32	0	27	2	movie
32	0	65	2	movie
32	0	62	1	movie
32	0	53	2	movie
32	0	69	2	movie
32	0	23	2	movie
32	0	14	4	movie
32	0	51	2	movie
33	0	28	2	movie
33	0	27	3	movie
33	0	21	3	movie
33	0	3	2	movie
33	0	20	2	movie
33	0	73	2	movie
33	0	65	2	movie
33	0	38	2	movie
33	0	46	2	movie
33	0	14	2	movie
33	0	29	3	movie
33	0	22	3	movie
33	0	30	1	movie
33	0	69	1	movie
33	0	51	3	movie
33	0	43	4	movie
33	0	32	2	movie
33	0	24	2	movie
33	0	48	1	movie
33	0	57	4	movie
33	0	26	3	movie
33	0	39	2	movie
33	0	25	3	movie
34	0	41	4	tvseries
34	0	14	3	tvseries
34	0	28	2	tvseries
34	0	51	4	tvseries
34	0	42	2	tvseries
34	0	21	3	tvseries
34	0	65	1	tvseries
34	0	24	2	tvseries
34	0	37	2	tvseries
34	0	23	2	tvseries
34	0	38	4	tvseries
35	0	63	2	movie
35	0	42	2	movie
35	0	32	4	movie
35	0	51	2	movie
35	0	37	2	movie
35	0	3	4	movie
35	0	24	2	movie
35	0	48	3	movie
35	0	46	1	movie
35	0	61	2	movie
35	0	28	2	movie
35	0	25	2	movie
35	0	52	2	movie
35	0	23	1	movie
35	0	43	2	movie
35	0	30	2	movie
35	0	31	2	movie
35	0	21	4	movie
35	0	16	3	movie
36	0	31	2	movie
36	0	37	2	movie
36	0	32	3	movie
36	0	63	2	movie
36	0	53	2	movie
36	0	61	1	movie
36	0	16	3	movie
36	0	58	2	movie
36	0	36	2	movie
36	0	21	2	movie
36	0	41	1	movie
36	0	24	1	movie
36	0	40	3	movie
36	0	26	3	movie
36	0	28	4	movie
36	0	20	2	movie
36	0	51	3	movie
36	0	66	2	movie
36	0	39	2	movie
36	0	57	3	movie
36	0	38	2	movie
36	0	48	3	movie
36	0	43	4	movie
36	0	22	2	movie
36	0	56	2	movie
36	0	27	2	movie
36	0	52	3	movie
36	0	27	3	movie
37	0	58	1	movie
37	0	43	2	movie
37	0	65	2	movie
37	0	22	2	movie
37	0	28	2	movie
37	0	32	3	movie
37	0	25	4	movie
37	0	51	1	movie
37	0	62	2	movie
37	0	38	2	movie
37	0	23	2	movie
37	0	30	1	movie
37	0	42	3	movie
37	0	39	1	movie
37	0	21	3	movie
37	0	24	2	movie
38	0	20	2	movie
38	0	31	3	movie
38	0	57	3	movie
38	0	21	3	movie
38	0	22	3	movie
38	0	58	2	movie
38	0	51	3	movie
38	0	38	1	movie
38	0	39	4	movie
38	0	53	2	movie
38	0	42	2	movie
38	0	69	2	movie
38	0	40	1	movie
38	0	23	2	movie
38	0	28	4	movie
38	0	45	2	movie
38	0	3	2	movie
38	0	61	3	movie
38	0	25	4	movie
38	0	37	2	movie
39	0	38	2	movie
39	0	54	3	movie
39	0	57	1	movie
39	0	22	4	movie
39	0	32	2	movie
39	0	26	3	movie
39	0	3	2	movie
39	0	28	2	movie
39	0	43	1	movie
39	0	20	4	movie
39	0	24	2	movie
39	0	41	4	movie
39	0	51	2	movie
39	0	27	2	movie
39	0	40	2	movie
39	0	56	3	movie
39	0	45	2	movie
39	0	79	2	movie
40	0	42	1	tvseries
40	0	80	3	tvseries
40	0	20	1	tvseries
40	0	3	2	tvseries
40	0	27	3	tvseries
40	0	51	2	tvseries
40	0	21	3	tvseries
40	0	81	2	tvseries
40	0	62	2	tvseries
40	0	52	1	tvseries
40	0	40	2	tvseries
40	0	53	4	tvseries
40	0	82	2	tvseries
40	0	24	2	tvseries
40	0	57	4	tvseries
40	0	32	1	tvseries
40	0	83	2	tvseries
40	0	43	4	tvseries
40	0	26	2	tvseries
40	0	69	3	tvseries
40	0	38	2	tvseries
40	0	63	3	tvseries
40	0	37	1	tvseries
40	0	84	4	tvseries
40	0	22	3	tvseries
41	0	80	4	tvseries
41	0	84	4	tvseries
41	0	43	4	tvseries
41	0	56	2	tvseries
41	0	47	2	tvseries
41	0	83	3	tvseries
41	0	81	2	tvseries
41	0	37	1	tvseries
41	0	20	3	tvseries
41	0	22	2	tvseries
41	0	32	3	tvseries
41	0	58	2	tvseries
41	0	48	3	tvseries
41	0	3	4	tvseries
41	0	46	3	tvseries
41	0	38	2	tvseries
41	0	25	2	tvseries
41	0	30	1	tvseries
41	0	53	4	tvseries
41	0	28	3	tvseries
41	0	63	3	tvseries
41	0	21	3	tvseries
41	0	41	3	tvseries
41	0	31	1	tvseries
41	0	57	3	tvseries
42	0	53	2	movie
42	0	51	2	movie
42	0	47	3	movie
42	0	49	3	movie
42	0	58	2	movie
42	0	32	2	movie
42	0	27	3	movie
42	0	56	3	movie
42	0	40	2	movie
42	0	20	2	movie
42	0	30	2	movie
42	0	43	2	movie
42	0	57	4	movie
42	0	26	2	movie
42	0	21	2	movie
42	0	54	3	movie
42	0	46	1	movie
42	0	31	2	movie
42	0	70	2	movie
42	0	50	4	movie
42	0	28	1	movie
42	0	73	1	movie
42	0	25	1	movie
42	0	22	2	movie
43	0	61	1	event
43	0	15	3	event
43	0	18	2	event
43	0	85	3	event
43	0	86	2	event
43	0	87	4	event
43	0	88	1	event
43	0	89	1	event
43	0	90	2	event
43	0	91	2	event
43	0	92	2	event
43	0	93	2	event
43	0	52	3	event
44	0	15	2	event
44	0	94	3	event
44	0	8	3	event
44	0	92	2	event
44	0	14	2	event
44	0	18	3	event
44	0	11	4	event
44	0	95	1	event
44	0	96	2	event
44	0	97	2	event
44	0	26	2	event
44	0	89	4	event
44	0	90	4	event
44	0	52	1	event
44	0	98	3	event
44	0	99	1	event
44	0	100	2	event
44	0	88	3	event
45	0	63	2	sportsevent
45	0	52	1	sportsevent
45	0	101	2	sportsevent
45	0	90	1	sportsevent
45	0	3	3	sportsevent
45	0	88	3	sportsevent
45	0	58	2	sportsevent
45	0	89	2	sportsevent
45	0	61	2	sportsevent
45	0	91	2	sportsevent
45	0	69	4	sportsevent
45	0	102	2	sportsevent
45	0	99	2	sportsevent
45	0	100	2	sportsevent
45	0	8	2	sportsevent
45	0	103	2	sportsevent
45	0	104	3	sportsevent
45	0	26	2	sportsevent
45	0	86	3	sportsevent
46	0	95	3	educationevent
46	0	14	3	educationevent
46	0	90	1	educationevent
46	0	58	3	educationevent
46	0	105	1	educationevent
46	0	52	2	educationevent
46	0	87	2	educationevent
46	0	88	3	educationevent
46	0	106	2	educationevent
46	0	15	3	educationevent
46	0	94	1	educationevent
46	0	93	3	educationevent
46	0	99	2	educationevent
46	0	98	3	educationevent
46	0	107	2	educationevent
46	0	69	2	educationevent
46	0	89	2	educationevent
46	0	3	4	educationevent
46	0	26	2	educationevent
46	0	91	2	educationevent
46	0	85	2	educationevent
46	0	61	1	educationevent
47	0	95	1	event
47	0	61	2	event
47	0	106	2	event
47	0	90	2	event
47	0	26	4	event
47	0	89	2	event
47	0	63	2	event
47	0	8	2	event
47	0	88	2	event
47	0	85	2	event
47	0	14	1	event
47	0	58	2	event
47	0	86	2	event
47	0	108	2	event
47	0	92	2	event
47	0	99	2	event
47	0	87	2	event
48	0	52	1	event
48	0	11	2	event
48	0	69	3	event
48	0	90	3	event
48	0	14	2	event
48	0	8	3	event
48	0	103	2	event
48	0	106	2	event
48	0	108	2	event
48	0	18	2	event
48	0	86	2	event
48	0	3	1	event
48	0	93	2	event
48	0	97	2	event
48	0	91	1	event
48	0	63	2	event
48	0	92	3	event
48	0	61	2	event
48	0	87	4	event
48	0	13	4	event
48	0	95	2	event
49	0	58	2	event
49	0	63	3	event
49	0	95	3	event
49	0	86	2	event
49	0	91	3	event
49	0	8	4	event
49	0	90	1	event
49	0	15	4	event
49	0	89	2	event
49	0	11	4	event
49	0	92	3	event
49	0	93	1	event
49	0	61	2	event
49	0	69	2	event
49	0	87	3	event
50	0	108	2	event
50	0	106	4	event
50	0	18	2	event
50	0	93	2	event
50	0	99	4	event
50	0	89	2	event
50	0	87	1	event
50	0	11	2	event
50	0	69	2	event
50	0	90	2	event
50	0	97	4	event
50	0	61	1	event
50	0	105	3	event
50	0	63	2	event
50	0	95	4	event
50	0	26	2	event
50	0	109	1	event
50	0	8	4	event
50	0	110	1	event
50	0	14	2	event
50	0	15	2	event
50	0	96	1	event
50	0	94	1	event
51	0	90	2	event
51	0	15	2	event
51	0	86	2	event
51	0	11	2	event
51	0	8	2	event
51	0	58	3	event
51	0	98	2	event
51	0	87	2	event
51	0	95	2	event
51	0	97	2	event
51	0	93	2	event
51	0	94	3	event
51	0	63	2	event
51	0	92	2	event
51	0	26	1	event
51	0	103	2	event
51	0	17	2	event
52	0	8	1	event
52	0	26	1	event
52	0	88	2	event
52	0	69	2	event
52	0	58	2	event
52	0	90	2	event
52	0	91	4	event
52	0	85	2	event
52	0	63	2	event
52	0	52	2	event
52	0	89	3	event
52	0	93	1	event
52	0	18	2	event
52	0	98	1	event
52	0	94	2	event
53	0	87	1	event
53	0	8	2	event
53	0	3	1	event
53	0	99	3	event
53	0	108	3	event
53	0	14	1	event
53	0	96	2	event
53	0	93	2	event
53	0	86	4	event
53	0	15	1	event
53	0	63	1	event
53	0	90	2	event
53	0	95	2	event
53	0	92	2	event
53	0	98	1	event
53	0	58	1	event
53	0	11	2	event
53	0	103	1	event
54	0	11	1	intangible
54	0	13	2	intangible
54	0	8	2	intangible
54	0	3	1	intangible
54	0	111	2	intangible
55	0	14	2	computerlanguage
55	0	111	2	computerlanguage
55	0	17	3	computerlanguage
55	0	13	2	computerlanguage
55	0	16	3	computerlanguage
55	0	18	2	computerlanguage
56	0	17	2	computerlanguage
56	0	3	2	computerlanguage
56	0	11	2	computerlanguage
56	0	7	2	computerlanguage
56	0	111	4	computerlanguage
57	0	7	2	intangible
57	0	8	4	intangible
57	0	14	2	intangible
57	0	3	2	intangible
57	0	11	2	intangible
58	0	16	3	intangible
58	0	3	1	intangible
58	0	111	2	intangible
58	0	18	2	intangible
58	0	17	2	intangible
58	0	14	2	intangible
58	0	7	2	intangible
58	0	11	4	intangible
59	0	14	2	intangible
59	0	8	3	intangible
59	0	13	2	intangible
59	0	11	3	intangible
60	0	8	2	intangible
60	0	13	2	intangible
60	0	11	2	intangible
60	0	18	2	intangible
60	0	14	2	intangible
61	0	11	1	language
61	0	18	2	language
61	0	3	2	language
61	0	14	3	language
62	0	3	2	intangible
62	0	16	3	intangible
62	0	14	3	intangible
62	0	8	4	intangible
62	0	7	2	intangible
62	0	111	2	intangible
63	0	14	2	intangible
63	0	3	2	intangible
63	0	18	1	intangible
63	0	8	2	intangible
63	0	11	2	intangible
63	0	13	2	intangible
64	0	11	3	intangible
64	0	16	1	intangible
64	0	3	2	intangible
64	0	8	2	intangible
64	0	17	3	intangible
64	0	18	2	intangible
64	0	13	2	intangible
65	0	112	2	service
65	0	113	1	service
65	0	17	2	service
65	0	46	2	service
65	0	14	2	service
65	0	3	2	service
65	0	114	1	service
65	0	8	4	service
65	0	18	2	service
65	0	115	1	service
65	0	116	2	service
65	0	117	1	service
65	0	118	3	service
65	0	13	1	service
65	0	16	1	service
65	0	119	2	service
66	0	14	2	financialproduct
66	0	120	4	financialproduct
66	0	11	2	financialproduct
66	0	8	3	financialproduct
66	0	3	2	financialproduct
66	0	121	3	financialproduct
66	0	63	2	financialproduct
66	0	117	2	financialproduct
66	0	109	2	financialproduct
66	0	122	1	financialproduct
66	0	123	2	financialproduct
66	0	18	2	financialproduct
66	0	16	3	financialproduct
66	0	114	2	financialproduct
66	0	112	2	financialproduct
66	0	61	1	financialproduct
66	0	51	2	financialproduct
66	0	58	2	financialproduct
66	0	124	2	financialproduct
66	0	46	2	financialproduct
66	0	125	2	financialproduct
67	0	114	3	service
67	0	126	3	service
67	0	117	3	service
67	0	112	2	service
67	0	61	1	service
67	0	116	3	service
67	0	123	3	service
67	0	125	3	service
67	0	46	3	service
67	0	63	2	service
67	0	119	2	service
67	0	14	2	service
67	0	122	1	service
67	0	13	3	service
67	0	17	4	service
67	0	113	4	service
67	0	8	2	service
67	0	118	4	service
67	0	16	2	service
67	0	3	4	service
67	0	127	2	service
67	0	114	3	service
68	0	17	3	intangible
68	0	16	3	intangible
68	0	7	3	intangible
68	0	11	3	intangible
68	0	8	4	intangible
68	0	14	2	intangible
69	0	14	2	intangible
69	0	18	4	intangible
70	0	8	2	intangible
70	0	11	2	intangible
70	0	14	3	intangible
70	0	16	2	intangible
70	0	18	2	intangible
71	0	128	3	medicalprocedure
71	0	129	2	medicalprocedure
71	0	130	3	medicalprocedure
71	0	131	3	medicalprocedure
71	0	132	3	medicalprocedure
71	0	133	3	medicalprocedure
71	0	134	3	medicalprocedure
71	0	135	4	medicalprocedure
71	0	136	2	medicalprocedure
71	0	17	4	medicalprocedure
71	0	137	3	medicalprocedure
71	0	14	2	medicalprocedure
71	0	18	2	medicalprocedure
71	0	138	3	medicalprocedure
71	0	3	2	medicalprocedure
71	0	139	3	medicalprocedure
71	0	140	4	medicalprocedure
71	0	141	2	medicalprocedure
71	0	8	1	medicalprocedure
71	0	142	3	medicalprocedure
71	0	143	3	medicalprocedure
71	0	144	3	medicalprocedure
71	0	129	2	medicalprocedure
72	0	14	1	medicalintangible
72	0	11	3	medicalintangible
72	0	8	2	medicalintangible
72	0	145	2	medicalintangible
72	0	137	3	medicalintangible
72	0	146	2	medicalintangible
72	0	147	2	medicalintangible
72	0	128	4	medicalintangible
73	0	148	2	medicalcondition
73	0	149	4	medicalcondition
73	0	8	2	medicalcondition
73	0	137	2	medicalcondition
73	0	150	2	medicalcondition
73	0	151	2	medicalcondition
73	0	3	2	medicalcondition
73	0	152	1	medicalcondition
73	0	153	3	medicalcondition
73	0	154	2	medicalcondition
73	0	155	4	medicalcondition
73	0	156	3	medicalcondition
73	0	157	2	medicalcondition
73	0	158	2	medicalcondition
73	0	159	2	medicalcondition
73	0	11	2	medicalcondition
73	0	132	2	medicalcondition
73	0	160	2	medicalcondition
74	0	160	3	medicalcondition
74	0	8	3	medicalcondition
74	0	157	4	medicalcondition
74	0	159	3	medicalcondition
74	0	18	3	medicalcondition
74	0	161	2	medicalcondition
74	0	151	1	medicalcondition
74	0	156	2	medicalcondition
74	0	14	2	medicalcondition
74	0	158	1	medicalcondition
74	0	137	4	medicalcondition
74	0	147	4	medicalcondition
74	0	153	1	medicalcondition
74	0	152	3	medicalcondition
74	0	11	1	medicalcondition
74	0	148	2	medicalcondition
74	0	150	2	medicalcondition
74	0	162	2	medicalcondition
74	0	16	4	medicalcondition
74	0	163	2	medicalcondition
